date,url,title,category
5/10/2020,https://hot.detik.com/celeb/d-5009013/prihatin-chef-haryo-minta-ferdian-paleka-tak-dipenjara-tapi-dipesantrenkan,"Prihatin, Chef Haryo Minta Ferdian Paleka Tak Dipenjara Tapi Dipesantrenkan",hot
5/10/2020,https://hot.detik.com/art/d-5009015/dongeng-senjakala,Dongeng Senjakala,hot
5/10/2020,https://hot.detik.com/celeb/d-5008991/melihat-kasih-sayang-2-anaknya-farah-quinn-ciptaan-allah-yang-terindah,"Melihat Kasih Sayang 2 Anaknya, Farah Quinn: Ciptaan Allah yang Terindah",hot
5/10/2020,https://hot.detik.com/detiktv/d-5008992/didi-kempot-meninggal-dunia-roy-kiyoshi-ditangkap-karena-narkoba,"Didi Kempot Meninggal Dunia, Roy Kiyoshi Ditangkap karena Narkoba",hot
5/10/2020,https://hot.detik.com/celeb/d-5008974/usai-lebron-james-beyonce-juga-ucapkan-duka-bagi-ahmaud-arbery,"Usai LeBron James, Beyonce Juga Ucapkan Duka Bagi Ahmaud Arbery",hot
5/10/2020,https://hot.detik.com/music/d-5008956/nigeria-punya-cara-unik-perangi-corona-dengan-musik-dan-tarian,Nigeria Punya Cara Unik Perangi Corona dengan Musik dan Tarian,hot
5/10/2020,https://hot.detik.com/celeb/d-5008940/usai-dhani-felix-siauw-sikapi-ucapan-jerinx-soal-agama-itu-konspirasi,"Usai Dhani, Felix Siauw Sikapi Ucapan Jerinx Soal Agama Itu Konspirasi",hot
5/10/2020,https://hot.detik.com/celeb/d-5008926/tips-atur-keuangan-di-tengah-pandemi-corona-ala-raditya-dika,Tips Atur Keuangan di Tengah Pandemi Corona ala Raditya Dika,hot
5/10/2020,https://hot.detik.com/celeb/d-5008911/pernah-dibully-di-medsos-amanda-rawles-blokir-dan-hapus-akun-haters,"Pernah Dibully di Medsos, Amanda Rawles Blokir dan Hapus Akun Haters",hot
5/10/2020,https://hot.detik.com/celeb/d-5008905/lagi-pisah-ranjang-dengan-kanye-kim-kardashian-dapat-kado-spesial-dari-khloe,"Lagi Pisah Ranjang dengan Kanye, Kim Kardashian Dapat Kado Spesial dari Khloe",hot
5/10/2020,https://hot.detik.com/celeb/d-5008896/raditya-dika-santai-soal-kondisi-keuangan-imbas-corona,Raditya Dika Santai Soal Kondisi Keuangan Imbas Corona,hot
5/10/2020,https://hot.detik.com/celeb/d-5008882/bukan-corona-brian-may-dilarikan-ke-rumah-sakit-gara-gara-cedera-bokong,Bukan Corona! Brian May Dilarikan ke Rumah Sakit Gara-gara Cedera Bokong,hot
5/10/2020,https://hot.detik.com/celeb/d-5008880/taylor-swift-minta-keadilan-untuk-kasus-pembunuhan-keji-ahmaud-arbery,Taylor Swift Minta Keadilan untuk Kasus Pembunuhan Keji Ahmaud Arbery,hot
5/10/2020,https://hot.detik.com/celeb/d-5008879/cindy-caroline-tegaskan-mualaf-tanpa-pengaruh-dari-teman-ataupun-pacar,Cindy Caroline Tegaskan Mualaf Tanpa Pengaruh dari Teman Ataupun Pacar,hot
5/10/2020,https://hot.detik.com/celeb/d-5008860/penghasilan-lebih-besar-dari-suami-iis-dahlia-diam-diam-beli-barang-mewah,"Penghasilan Lebih Besar dari Suami, Iis Dahlia Diam-diam Beli Barang Mewah",hot
5/10/2020,https://hot.detik.com/celeb/d-5008816/ini-alasan-roy-kiyoshi-beli-obat-secara-online,Ini Alasan Roy Kiyoshi Beli Obat Secara Online,hot
5/10/2020,https://hot.detik.com/movie/d-5008814/pernah-gentar-jadi-hulk-ini-alasan-mark-ruffalo-terima-peran-superhero,"Pernah Gentar Jadi Hulk, Ini Alasan Mark Ruffalo Terima Peran Superhero",hot
